00017222-n	yue:lemma	植物		
00017282-v	yue:lemma	瞌眼瞓		
00017282-v	yue:lemma	瞓着覺		
00017445-r	yue:lemma	甚至連		
00017445-r	yue:lemma	連		
00017445-r	yue:lemma	就算		
00017639-r	yue:lemma	仲		
00017639-r	yue:lemma	更加		
00017639-r	yue:lemma	甚至		
00017782-a	yue:lemma	可以接受嘅		
00017865-v	yue:lemma	上床瞓覺		
00017865-v	yue:lemma	就寢		
00017865-v	yue:lemma	搵周公		
00017865-v	yue:lemma	瞓		
00018302-r	yue:lemma	相當		
00018302-r	yue:lemma	幾		
00018302-r	yue:lemma	有啲		
00018302-r	yue:lemma	比較		
00018302-r	yue:lemma	頗為		
00018302-r	yue:lemma	稍為		
00018577-r	yue:lemma	完全		
00018577-r	yue:lemma	幾		
00018781-r	yue:lemma	非常		
00018781-r	yue:lemma	相當		
00018781-r	yue:lemma	有啲		
00018781-r	yue:lemma	頗為		
00018781-r	yue:lemma	稍為		
00018813-v	yue:lemma	叫醒		
00018813-v	yue:lemma	嘈醒		
00018813-v	yue:lemma	整醒		
00020759-r	yue:lemma	從來冇		
00020759-r	yue:lemma	未試過		
00020759-r	yue:lemma	從未		
00020759-r	yue:lemma	未曾		
00020759-r	yue:lemma	從來未		
00021766-a	yue:lemma	準確		
00021766-a	yue:lemma	精確		
00021766-a	yue:lemma	準確嘅		
00021766-a	yue:lemma	精確嘅		
00022903-n	yue:lemma	一個		
00022903-n	yue:lemma	一件		
00023271-n	yue:lemma	學問		
00023271-n	yue:lemma	知識		
00023271-n	yue:lemma	學識		
00023773-n	yue:lemma	推動力		
00023773-n	yue:lemma	用心		
00023773-n	yue:lemma	動機		
00024417-a	yue:lemma	適應		
00024417-a	yue:lemma	習慣		
00024720-n	yue:lemma	狀況		
00024720-n	yue:lemma	狀態		
00024720-n	yue:lemma	情況		
00024996-a	yue:lemma	新		
00024996-a	yue:lemma	新嘅		
00025203-v	yue:lemma	緊張		
00025290-r	yue:lemma	隨處		
00025290-r	yue:lemma	度度		
00025290-r	yue:lemma	無論邊度		
00025559-r	yue:lemma	一噠地方		
00025559-r	yue:lemma	某噠地方		
00026137-r	yue:lemma	總算		
00026137-r	yue:lemma	卒之		
00026192-n	yue:lemma	情感		
00026192-n	yue:lemma	情緒		
00026192-n	yue:lemma	感覺		
00026192-n	yue:lemma	感觸		
00026192-n	yue:lemma	感情		
00026192-n	yue:lemma	感受		
00026385-v	yue:lemma	輕鬆		
00026385-v	yue:lemma	放鬆		
00026385-v	yue:lemma	疏乎		
00026385-v	yue:lemma	鬆懈		
00026385-v	yue:lemma	休閑		
00026385-v	yue:lemma	減壓		
00026385-v	yue:lemma	嘆		
00026941-v	yue:lemma	放鬆		
00026941-v	yue:lemma	唞		
00027167-n	yue:lemma	位置		
00027167-n	yue:lemma	所在		
00027167-n	yue:lemma	地點		
00027167-n	yue:lemma	地方		
00027167-n	yue:lemma	定位		
00027268-v	yue:lemma	張開		
00027268-v	yue:lemma	伸展		
00027268-v	yue:lemma	伸出		
00027268-v	yue:lemma	舒展		
00027384-r	yue:lemma	仍舊		
00027384-r	yue:lemma	然而		
00027384-r	yue:lemma	不過		
00027384-r	yue:lemma	仍然		
00027384-r	yue:lemma	之不過		
00027384-r	yue:lemma	竟然		
00027384-r	yue:lemma	依舊		
00027384-r	yue:lemma	總要		
00027384-r	yue:lemma	盡管		
00027384-r	yue:lemma	依然		
00027384-r	yue:lemma	重係		
00027705-v	yue:lemma	伸出		
00027918-r	yue:lemma	到而家		
00027918-r	yue:lemma	到依家		
00027918-r	yue:lemma	至今		
00027918-r	yue:lemma	仍然		
00027918-r	yue:lemma	迄今		
00028270-n	yue:lemma	時光		
00028270-n	yue:lemma	光陰		
00028270-n	yue:lemma	歲月		
00028270-n	yue:lemma	年華		
00028270-n	yue:lemma	時間		
00028280-a	yue:lemma	假定		
00028578-r	yue:lemma	無論幾		
00028651-n	yue:lemma	領域		
00028651-n	yue:lemma	空間		
00028797-r	yue:lemma	不過		
00028797-r	yue:lemma	另一方面		
00028797-r	yue:lemma	之不過		
00028797-r	yue:lemma	但係		
00029037-r	yue:lemma	另外		
00029037-r	yue:lemma	況且		
00029037-r	yue:lemma	反正		
00029037-r	yue:lemma	而且		
00029367-r	yue:lemma	兼且		
00029367-r	yue:lemma	此外		
00029367-r	yue:lemma	並且		
00029367-r	yue:lemma	再者		
00029367-r	yue:lemma	而且		
00029367-r	yue:lemma	除此之外		
00029378-n	yue:lemma	事件		
00029378-n	yue:lemma	活動		
00030358-n	yue:lemma	行為		
00030358-n	yue:lemma	動作		
00030358-n	yue:lemma	事		
00030358-n	yue:lemma	作為		
00030358-n	yue:lemma	活動		
00030443-r	yue:lemma	再		
00031264-n	yue:lemma	隊伍		
00031264-n	yue:lemma	隊		
00031264-n	yue:lemma	團隊		
00031264-n	yue:lemma	小組		
00031515-r	yue:lemma	冇再		
00031820-v	yue:lemma	大笑		
00031820-v	yue:lemma	笑		
00031921-n	yue:lemma	關係		
00031921-n	yue:lemma	聯系		
00031974-a	yue:lemma	活潑		
00031974-a	yue:lemma	主動		
00031974-a	yue:lemma	活躍		
00031974-a	yue:lemma	積極		
00031974-a	yue:lemma	活潑嘅		
00031974-a	yue:lemma	主動嘅		
00031974-a	yue:lemma	活躍嘅		
00031974-a	yue:lemma	積極嘅		
00032497-a	yue:lemma	強壯		
00032497-a	yue:lemma	活潑		
00032497-a	yue:lemma	活躍		
00032497-a	yue:lemma	強壯嘅		
00032497-a	yue:lemma	活潑嘅		
00032497-a	yue:lemma	活躍嘅		
00032803-r	yue:lemma	非常咁		
00032803-r	yue:lemma	非常		
00032803-r	yue:lemma	好		
00032803-r	yue:lemma	非常之		
00032981-v	yue:lemma	皺眉頭		
00032981-v	yue:lemma	皺眉		
00033308-r	yue:lemma	頭先		
00033308-r	yue:lemma	剛才		
00033308-r	yue:lemma	啱啱		
00033308-r	yue:lemma	剛剛		
00033308-r	yue:lemma	正話		
00033308-r	yue:lemma	啱好		
00033599-v	yue:lemma	睇落去		
00033599-v	yue:lemma	顯得		
00033599-v	yue:lemma	看起嚟		
00033663-r	yue:lemma	一啲		
00033663-r	yue:lemma	少少		
00033663-r	yue:lemma	些少		
00033922-r	yue:lemma	冇幾耐		
00033922-r	yue:lemma	好快速		
00033922-r	yue:lemma	就快		
00033922-r	yue:lemma	不久嘅將來		
00033922-r	yue:lemma	一陣		
00033922-r	yue:lemma	即刻		
00033922-r	yue:lemma	陣間		
00033922-r	yue:lemma	就嚟		
00033922-r	yue:lemma	一陣間		
00033922-r	yue:lemma	即將		
00034189-r	yue:lemma	冇幾耐		
00034213-n	yue:lemma	現象		
00034479-n	yue:lemma	舉動		
00034479-n	yue:lemma	行動		
00034479-n	yue:lemma	行為		
00034479-n	yue:lemma	嘢		
00034479-n	yue:lemma	事		
00035189-n	yue:lemma	成就		
00035189-n	yue:lemma	作為		
00035189-n	yue:lemma	成果		
00036291-r	yue:lemma	少少		
00036291-r	yue:lemma	啲啲		
00036291-r	yue:lemma	或多或少		
00036291-r	yue:lemma	輕微		
00036291-r	yue:lemma	略微		
00036291-r	yue:lemma	啲咁多		
00036291-r	yue:lemma	多多少少		
00036291-r	yue:lemma	稍為		
00036291-r	yue:lemma	稍微		
00036291-r	yue:lemma	微微		
00036291-r	yue:lemma	多少		
00036291-r	yue:lemma	啲		
00036291-r	yue:lemma	略略		
00036762-r	yue:lemma	本身		
00036762-r	yue:lemma	本身嚟講		
00036935-r	yue:lemma	奉旨		
00036935-r	yue:lemma	無疑		
00036935-r	yue:lemma	唔使審		
00036935-r	yue:lemma	一定		
00036935-r	yue:lemma	肯定		
00037298-v	yue:lemma	剃		
00037396-n	yue:lemma	行動		
00037396-n	yue:lemma	舉動		
00037396-n	yue:lemma	動作		
00037396-n	yue:lemma	行為		
00037396-n	yue:lemma	手腳		
00039021-n	yue:lemma	互動		
00039021-n	yue:lemma	相互作用		
00039058-r	yue:lemma	無疑		
00039058-r	yue:lemma	毫無疑問		
00039058-r	yue:lemma	明明		
00039058-r	yue:lemma	顯而易見		
00039318-r	yue:lemma	明顯		
00039318-r	yue:lemma	顯而易見		
00039318-r	yue:lemma	顯然		
00039318-r	yue:lemma	明明		
00039592-a	yue:lemma	消極		
00039592-a	yue:lemma	被動		
00039592-a	yue:lemma	消極嘅		
00039592-a	yue:lemma	被動嘅		
00040365-r	yue:lemma	從頭		
00040365-r	yue:lemma	再一次		
00040365-r	yue:lemma	重新		
00042614-r	yue:lemma	好不幸		
00042614-r	yue:lemma	好唔好彩		
00042769-r	yue:lemma	好衰唔衰		
00042769-r	yue:lemma	可惜		
00043765-a	yue:lemma	實在		
00043765-a	yue:lemma	實際		
00043765-a	yue:lemma	現實		
00043765-a	yue:lemma	實在嘅		
00043765-a	yue:lemma	實際嘅		
00043765-a	yue:lemma	現實嘅		
00044149-v	yue:lemma	裝扮		
00044149-v	yue:lemma	打扮		
00044608-a	yue:lemma	潛伏		
00044608-a	yue:lemma	潛在		
00044608-a	yue:lemma	潛伏嘅		
00044608-a	yue:lemma	潛在嘅		
00044760-a	yue:lemma	急性		
00045123-a	yue:lemma	慢性		
00045907-n	yue:lemma	失而復得		
00045907-n	yue:lemma	恢復		
00045907-n	yue:lemma	回復狀態		
00045907-n	yue:lemma	復甦		
00046002-r	yue:lemma	如果唔係呢		
00046002-r	yue:lemma	唔係呢		
00046002-r	yue:lemma	唔係嘅話		
00046002-r	yue:lemma	否則		
00046002-r	yue:lemma	唔係就		
00046002-r	yue:lemma	如果唔係就		
00046002-r	yue:lemma	除此之外		
00046299-r	yue:lemma	非常		
00046299-r	yue:lemma	非常咁		
00046299-r	yue:lemma	超級		
00046299-r	yue:lemma	極度		
00046299-r	yue:lemma	極		
00046299-r	yue:lemma	不得了		
00046299-r	yue:lemma	好Q		
00046299-r	yue:lemma	十分		
00046299-r	yue:lemma	極為		
00046299-r	yue:lemma	極之		
00046299-r	yue:lemma	鬼死咁		
00046299-r	yue:lemma	極其		
00046299-r	yue:lemma	萬分		
00046299-r	yue:lemma	超		
00047029-a	yue:lemma	有癮		
00047029-a	yue:lemma	痴迷		
00047029-a	yue:lemma	上癮		
00047641-r	yue:lemma	最終		
00047641-r	yue:lemma	遲早		
00047745-n	yue:lemma	記錄		
00047745-n	yue:lemma	紀錄		
00047745-n	yue:lemma	記載		
00047745-n	yue:lemma	檔案		
00048138-r	yue:lemma	卒之		
00048138-r	yue:lemma	總算		
00048138-r	yue:lemma	終於		
00048138-r	yue:lemma	最後		
00048138-r	yue:lemma	到頭嚟		
00048138-r	yue:lemma	最終		
00048138-r	yue:lemma	終歸		
00048138-r	yue:lemma	總歸		
00048268-r	yue:lemma	依家		
00048268-r	yue:lemma	目前		
00048475-r	yue:lemma	家陣		
00048475-r	yue:lemma	依家		
00048475-r	yue:lemma	現今		
00048475-r	yue:lemma	而家		
00048475-r	yue:lemma	目前		
00048475-r	yue:lemma	今時今日		
00048475-r	yue:lemma	現代		
00048475-r	yue:lemma	當今		
00048475-r	yue:lemma	當前		
00048475-r	yue:lemma	時下		
00048739-r	yue:lemma	依家		
00048739-r	yue:lemma	立即		
00048739-r	yue:lemma	當堂		
00048739-r	yue:lemma	即刻		
00048739-r	yue:lemma	即時		
00048739-r	yue:lemma	而家		
00048739-r	yue:lemma	馬上		
00048739-r	yue:lemma	一下子		
00048739-r	yue:lemma	第一時間		
00049102-r	yue:lemma	依家		
00049102-r	yue:lemma	而家		
00049220-r	yue:lemma	此時此刻		
00049220-r	yue:lemma	目前		
00049220-r	yue:lemma	眼前		
00049220-r	yue:lemma	喺度		
00049220-r	yue:lemma	如今		
00049220-r	yue:lemma	依家		
00049220-r	yue:lemma	而家		
00049220-r	yue:lemma	當前		
00049433-r	yue:lemma	此刻		
00049433-r	yue:lemma	目前		
00049433-r	yue:lemma	眼前		
00049433-r	yue:lemma	如今		
00049433-r	yue:lemma	依家		
00049433-r	yue:lemma	現在		
00049433-r	yue:lemma	當時		
00049433-r	yue:lemma	呢家		
00049433-r	yue:lemma	而家		
00049433-r	yue:lemma	當今		
00049947-r	yue:lemma	氣勢洶洶		
00049947-r	yue:lemma	氣勢洶洶噉		
00049947-r	yue:lemma	嚴厲		
00049947-r	yue:lemma	嚴厲噉		
00050037-n	yue:lemma	登記		
00050037-n	yue:lemma	入學		
00050037-n	yue:lemma	註冊		
00050186-r	yue:lemma	穩定噉		
00050186-r	yue:lemma	漸漸		
00050186-r	yue:lemma	漸漸噉		
00050297-r	yue:lemma	高興		
00050297-r	yue:lemma	幸福		
00050297-r	yue:lemma	開心		
00050297-r	yue:lemma	愉快		
00050297-r	yue:lemma	快樂		
00050297-r	yue:lemma	好高興噉		
00050297-r	yue:lemma	好幸福噉		
00050297-r	yue:lemma	好開心噉		
00050297-r	yue:lemma	好愉快噉		
00051045-a	yue:lemma	妥當		
00051045-a	yue:lemma	足夠		
00051045-a	yue:lemma	充分		
00051045-a	yue:lemma	適當		
00051045-a	yue:lemma	充足		
00051045-a	yue:lemma	妥當嘅		
00051045-a	yue:lemma	足夠嘅		
00051045-a	yue:lemma	充分嘅		
00051045-a	yue:lemma	適當嘅		
00051045-a	yue:lemma	充足嘅		
00051045-a	yue:lemma	勝任		
00051192-n	yue:lemma	回歸		
00051192-n	yue:lemma	還鄉		
00051373-a	yue:lemma	有能力嘅		
00051373-a	yue:lemma	能幹		
00051373-a	yue:lemma	能幹嘅		
00051373-a	yue:lemma	可以勝任嘅		
00051848-r	yue:lemma	一直		
00051848-r	yue:lemma	直接		
00051848-r	yue:lemma	一直噉		
00051848-r	yue:lemma	直接噉		
00052246-a	yue:lemma	無能		
00052246-a	yue:lemma	無能嘅		
00052246-a	yue:lemma	冇料到		
00052374-v	yue:lemma	身穿		
00052374-v	yue:lemma	著		
00053097-n	yue:lemma	離別		
00053097-n	yue:lemma	告別		
00053097-n	yue:lemma	餞行		
00053152-r	yue:lemma	確實		
00053152-r	yue:lemma	毫無疑問		
00053274-r	yue:lemma	迅速		
00053274-r	yue:lemma	快速		
00053274-r	yue:lemma	敏捷		
00053274-r	yue:lemma	飛快		
00053274-r	yue:lemma	迅速噉		
00053274-r	yue:lemma	快速噉		
00053274-r	yue:lemma	敏捷噉		
00053274-r	yue:lemma	飛快噉		
00053691-a	yue:lemma	𣲷黐黐		
00053691-a	yue:lemma	𣲷黐黐嘅		
00053691-a	yue:lemma	黐𣲷𣲷		
00053691-a	yue:lemma	黐𣲷𣲷嘅		
00054285-v	yue:lemma	有喜		
00054285-v	yue:lemma	有咗		
00054285-v	yue:lemma	懷孕		
00054327-r	yue:lemma	暫時		
00054327-r	yue:lemma	暫且		
00054628-v	yue:lemma	生育		
00054628-v	yue:lemma	生殖		
00054950-r	yue:lemma	非常		
00054950-r	yue:lemma	極其		
00054950-r	yue:lemma	好		
00056930-v	yue:lemma	分娩		
00056930-v	yue:lemma	生		
00057042-r	yue:lemma	一定唔會		
00057257-r	yue:lemma	淋漓盡緻		
00057257-r	yue:lemma	完全		
00057257-r	yue:lemma	徹底		
00057257-r	yue:lemma	一乾二淨		
00057257-r	yue:lemma	深入		
00057257-r	yue:lemma	淋漓盡緻噉		
00057257-r	yue:lemma	完全噉		
00057257-r	yue:lemma	徹底噉		
00057257-r	yue:lemma	一乾二淨噉		
00057257-r	yue:lemma	深入噉		
00057388-r	yue:lemma	淋漓盡緻		
00057388-r	yue:lemma	完全		
00057388-r	yue:lemma	徹底		
00057388-r	yue:lemma	淋漓盡緻噉		
00057388-r	yue:lemma	完全噉		
00057388-r	yue:lemma	徹底噉		
00058033-r	yue:lemma	啱啱好		
00058033-r	yue:lemma	不偏不倚		
00058033-r	yue:lemma	正		
00058033-r	yue:lemma	不偏不倚噉		
00058359-r	yue:lemma	間接		
00058359-r	yue:lemma	間接噉		
00058743-n	yue:lemma	逃走		
00059086-r	yue:lemma	好多		
00059086-r	yue:lemma	非常多		
00059413-r	yue:lemma	時時		
00059413-r	yue:lemma	多		
00059413-r	yue:lemma	成日		
00059413-r	yue:lemma	週時		
00059413-r	yue:lemma	好多		
00059413-r	yue:lemma	經常		
00059413-r	yue:lemma	時常		
00059413-r	yue:lemma	周不時		
00059413-r	yue:lemma	非常多		
00059413-r	yue:lemma	周時		
00059413-r	yue:lemma	往往		
00059854-r	yue:lemma	越嚟越多		
00059854-r	yue:lemma	逐漸		
00059854-r	yue:lemma	愈嚟愈		
00059854-r	yue:lemma	越嚟越		
00060032-r	yue:lemma	事實上		
00060032-r	yue:lemma	實際上		
00060632-r	yue:lemma	先前		
00060632-r	yue:lemma	早先		
00060632-r	yue:lemma	以前		
00060632-r	yue:lemma	曾經		
00060632-r	yue:lemma	舊時		
00060632-r	yue:lemma	之前		
00060939-r	yue:lemma	在先		
00060939-r	yue:lemma	先前		
00060939-r	yue:lemma	以前		
00060939-r	yue:lemma	之前		
00060939-r	yue:lemma	先頭		
00061528-r	yue:lemma	無嗱嗱		
00061528-r	yue:lemma	突然		
00061528-r	yue:lemma	無啦啦		
00061528-r	yue:lemma	忽然		
00061528-r	yue:lemma	忽然間		
00061528-r	yue:lemma	突然之間		
00061528-r	yue:lemma	突然間		
00061677-r	yue:lemma	無啦啦		
00061677-r	yue:lemma	一下子		
00061677-r	yue:lemma	突然		
00061677-r	yue:lemma	突然之間		
00061677-r	yue:lemma	無嗱嗱		
00061677-r	yue:lemma	忽然		
00061677-r	yue:lemma	忽然之間		
00061677-r	yue:lemma	忽然間		
00061677-r	yue:lemma	突然間		
00061677-r	yue:lemma	玩下手		
00062330-r	yue:lemma	有心		
00062330-r	yue:lemma	特登		
00062330-r	yue:lemma	專登		
00062330-r	yue:lemma	特意		
00062330-r	yue:lemma	有意		
00062330-r	yue:lemma	存心		
00062330-r	yue:lemma	故意		
00062330-r	yue:lemma	蓄意		
00063014-n	yue:lemma	最高紀錄		
00063172-r	yue:lemma	如果唔係就		
00063172-r	yue:lemma	如果唔係呢		
00063172-r	yue:lemma	唔係呢		
00063172-r	yue:lemma	或者		
00063172-r	yue:lemma	要不然		
00063172-r	yue:lemma	否則		
00063172-r	yue:lemma	唔係就		
00063172-r	yue:lemma	反而		
00063652-n	yue:lemma	成就		
00063652-n	yue:lemma	佳績		
00063652-n	yue:lemma	成功		
00064095-v	yue:lemma	紓緩		
00064095-v	yue:lemma	紓解		
00064095-v	yue:lemma	減輕		
00064095-v	yue:lemma	緩和		
00064095-v	yue:lemma	舒緩		
00064643-v	yue:lemma	整親		
00064643-v	yue:lemma	整傷		
00064787-a	yue:lemma	有幫助		
00064787-a	yue:lemma	有益		
00064787-a	yue:lemma	有幫助嘅		
00064787-a	yue:lemma	有益嘅		
00065370-v	yue:lemma	有		
00065370-v	yue:lemma	患有		
00066190-r	yue:lemma	心不在焉噉		
00066636-n	yue:lemma	失敗		
00066781-r	yue:lemma	前面		
00066781-r	yue:lemma	前頭		
00066781-r	yue:lemma	前便		
00066781-r	yue:lemma	前方		
00067379-a	yue:lemma	最好		
00067379-a	yue:lemma	好啲		
00067379-a	yue:lemma	比較好		
00067526-n	yue:lemma	失敗		
00067526-n	yue:lemma	輸		
00069531-a	yue:lemma	美感嘅		
00069531-a	yue:lemma	美學嘅		
00069531-a	yue:lemma	審美嘅		
00069771-r	yue:lemma	大聲噉		
00069771-r	yue:lemma	大聲		
00070166-r	yue:lemma	好溫柔噉		
00070166-r	yue:lemma	輕輕噉		
00070965-n	yue:lemma	過錯		
00070965-n	yue:lemma	過失		
00070965-n	yue:lemma	失誤		
00070965-n	yue:lemma	錯誤		
00070965-n	yue:lemma	失準		
00070965-n	yue:lemma	差錯		
00070965-n	yue:lemma	誤差		
00070965-n	yue:lemma	錯失		
00071165-r	yue:lemma	周圍		
00071165-r	yue:lemma	周遭		
00071165-r	yue:lemma	附近		
00071321-r	yue:lemma	就近		
00071321-r	yue:lemma	左近		
00071321-r	yue:lemma	附近		
00071741-r	yue:lemma	圍圈		
00071840-r	yue:lemma	周圍		
00072329-r	yue:lemma	四圍		
00072329-r	yue:lemma	週圍		
00073033-r	yue:lemma	大約		
00073033-r	yue:lemma	大概		
00073033-r	yue:lemma	接近		
00073033-r	yue:lemma	咁滯		
00073033-r	yue:lemma	左右		
00073033-r	yue:lemma	快		
00073033-r	yue:lemma	爭啲		
00073033-r	yue:lemma	將近		
00073033-r	yue:lemma	咁上下		
00073033-r	yue:lemma	就嚟		
00073033-r	yue:lemma	多半		
00073033-r	yue:lemma	差啲		
00073033-r	yue:lemma	差唔多		
00073033-r	yue:lemma	殆盡		
00073033-r	yue:lemma	幾乎		
00073033-r	yue:lemma	模樣		
00073033-r	yue:lemma	差不多		
00073033-r	yue:lemma	差點		
00073033-r	yue:lemma	爭些少		
00073713-n	yue:lemma	扭曲事實		
00073713-n	yue:lemma	失真		
00073713-n	yue:lemma	歪曲事實		
00074201-r	yue:lemma	過去		
00074201-r	yue:lemma	以前		
00074407-r	yue:lemma	向後		
00074407-r	yue:lemma	後		
00074407-r	yue:lemma	後面		
00074407-r	yue:lemma	背後		
00074624-n	yue:lemma	遺漏		
00074624-n	yue:lemma	疏忽		
00074624-n	yue:lemma	省略		
00075021-v	yue:lemma	攰		
00075021-v	yue:lemma	折磨		
00075021-v	yue:lemma	捱		
00076193-r	yue:lemma	來回		
00076193-r	yue:lemma	來來去去		
00076193-r	yue:lemma	來來回回		
00077419-n	yue:lemma	收購		
00077645-a	yue:lemma	驚		
00077645-a	yue:lemma	心驚驚		
00077698-v	yue:lemma	鯁嚫		
00077698-v	yue:lemma	鯁		
00077698-v	yue:lemma	鯁到		
00077698-v	yue:lemma	濁嚫		
00077698-v	yue:lemma	濁到		
00077698-v	yue:lemma	窒息		
00078760-v	yue:lemma	照顧		
00078760-v	yue:lemma	醫治		
00078760-v	yue:lemma	治療		
00078760-v	yue:lemma	看護		
00078760-v	yue:lemma	診療		
00079499-r	yue:lemma	今晚		
00079499-r	yue:lemma	即晚		
00079499-r	yue:lemma	今晚黑		
00079866-r	yue:lemma	下面		
00079866-r	yue:lemma	底下		
00079866-r	yue:lemma	下便		
00079866-r	yue:lemma	以下		
00079866-r	yue:lemma	下低		
00079866-r	yue:lemma	下邊		
00079947-r	yue:lemma	前頭		
00079947-r	yue:lemma	上便		
00079947-r	yue:lemma	上高		
00079947-r	yue:lemma	上頭		
00079947-r	yue:lemma	以上		
00079947-r	yue:lemma	上面		
00079947-r	yue:lemma	之上		
00080169-r	yue:lemma	上啲		
00080169-r	yue:lemma	上便		
00080169-r	yue:lemma	上高		
00080169-r	yue:lemma	上頭		
00080169-r	yue:lemma	上面		
00081486-r	yue:lemma	每日		
00081486-r	yue:lemma	日日		
00082081-v	yue:lemma	幫到		
00082241-a	yue:lemma	狼死		
00082241-a	yue:lemma	狼死嘅		
00082241-a	yue:lemma	狠		
00083729-n	yue:lemma	取得		
00083729-n	yue:lemma	獲得		
00083729-n	yue:lemma	採購		
00084738-v	yue:lemma	餵...藥		
00084738-v	yue:lemma	灌 ...藥		
00084738-v	yue:lemma	落 ...藥		
00086000-r	yue:lemma	快速噉		
00086000-r	yue:lemma	好快噉		
00086000-r	yue:lemma	快快脆脆噉		
00087663-n	yue:lemma	賠償		
00087736-v	yue:lemma	感染		
00087736-v	yue:lemma	惹到		
00088339-v	yue:lemma	毒害		
00088339-v	yue:lemma	落毒		
00089351-n	yue:lemma	恢復		
00089351-n	yue:lemma	復原		
00089351-n	yue:lemma	康復		
00089351-n	yue:lemma	歸還		
00089351-n	yue:lemma	修復		
00089750-v	yue:lemma	傳染		
00089750-v	yue:lemma	感染		
00091311-a	yue:lemma	機警		
00091311-a	yue:lemma	機敏		
00091311-a	yue:lemma	警覺		
00091311-a	yue:lemma	機警嘅		
00091311-a	yue:lemma	機敏嘅		
00091311-a	yue:lemma	警覺嘅		
00091332-r	yue:lemma	激烈		
00091332-r	yue:lemma	激烈噉		
00091332-r	yue:lemma	盡力		
00091332-r	yue:lemma	盡力噉		
00091332-r	yue:lemma	大力		
00091332-r	yue:lemma	大力噉		
00091332-r	yue:lemma	努力		
00091332-r	yue:lemma	努力噉		
00091332-r	yue:lemma	艱苦		
00091332-r	yue:lemma	艱苦噉		
00092293-v	yue:lemma	衰竭		
